"gene","coefficient"
"(Intercept)",0.963355852904019
"EYA1 (2138)",0.000760149150798679
"RIBC1 (158787)",0.000412680348370399
"DNAH3 (55567)",0.00808907756392875
"INSM2 (84684)",-0.0202642083717589
"ZNF778 (197320)",0.00220196814906294
"PDIK1L (149420)",0.00191809593180407
"H1-5 (3009)",0.000978630355804911
