iteration,mean_effect_melanoma,mean_effect_other,selectivity,frac_dependent_melanoma,frac_dependent_other
66,-1.4071530631615037,-0.1886471755317677,-1.2185058876297359,0.8266666666666667,0.027906976744186046
67,-1.413765360824917,-0.1805571665413613,-1.2332081942835558,0.88,0.030697674418604652
68,-1.3905087541893582,-0.17510762191183168,-1.2154011322775264,0.84,0.03162790697674418
69,-1.4312304116673893,-0.18388724843384374,-1.2473431632335457,0.88,0.02883720930232558
70,-1.3113993565125543,-0.18419042197245325,-1.127208934540101,0.84,0.029767441860465118
71,-1.282068731431069,-0.18991481513252528,-1.0921539162985439,0.8133333333333334,0.03627906976744186
72,-1.4547239579646138,-0.18797940315991019,-1.2667445548047036,0.88,0.029767441860465118
73,-1.3542927559963849,-0.19318571251888342,-1.1611070434775015,0.8666666666666667,0.025116279069767444
74,-1.3185930692868604,-0.1849752591611927,-1.1336178101256678,0.8133333333333334,0.029767441860465118
75,-1.304454957850707,-0.19203487986471934,-1.1124200779859876,0.8,0.03906976744186046
76,-1.2744847597286826,-0.18597378703994566,-1.088510972688737,0.72,0.026976744186046512
77,-1.3529646946380816,-0.18418757822563425,-1.1687771164124472,0.8266666666666667,0.025116279069767444
78,-1.4431525567204306,-0.1825592136766207,-1.2605933430438099,0.8666666666666667,0.026046511627906978
79,-1.3671802802557036,-0.18352967488045552,-1.183650605375248,0.8133333333333334,0.027906976744186046
80,-1.31495547980746,-0.18402152833308288,-1.1309339514743773,0.8,0.027906976744186046
81,-1.3455350538106403,-0.1950560989506057,-1.1504789548600347,0.7866666666666666,0.030697674418604652
82,-1.3526214723116659,-0.18287725428090063,-1.1697442180307651,0.8133333333333334,0.023255813953488372
83,-1.4667827939677511,-0.1860867159058006,-1.2806960780619505,0.8933333333333333,0.023255813953488372
84,-1.4512894501331517,-0.19045991785668903,-1.2608295322764627,0.8933333333333333,0.030697674418604652
85,-1.3285520860804438,-0.17992567557834563,-1.1486264105020982,0.8666666666666667,0.026976744186046512
86,-1.410164330584824,-0.19137589450129475,-1.2187884360835293,0.8933333333333333,0.02883720930232558
87,-1.3641028117082612,-0.18298462284916717,-1.181118188859094,0.8133333333333334,0.024186046511627906
88,-1.366164233537452,-0.1889237051547592,-1.1772405283826928,0.8533333333333334,0.02883720930232558
89,-1.3162776483028404,-0.17844814545259316,-1.1378295028502472,0.84,0.026046511627906978
90,-1.5184492511683407,-0.18018870655245356,-1.338260544615887,0.8933333333333333,0.026976744186046512
91,-1.2946490900550685,-0.18439019625166275,-1.1102588938034057,0.8133333333333334,0.03255813953488372
92,-1.3808995236071635,-0.18913006335136864,-1.1917694602557949,0.84,0.025116279069767444
93,-1.3947750090193847,-0.19791114223334333,-1.1968638667860414,0.8533333333333334,0.03162790697674418
94,-1.3551862666949797,-0.18423590511781668,-1.170950361577163,0.8666666666666667,0.045581395348837206
95,-1.384539509320881,-0.17925188491846758,-1.2052876244024133,0.8933333333333333,0.020465116279069766
96,-1.2038857765988629,-0.1888690597252149,-1.015016716873648,0.76,0.03348837209302326
97,-1.3627881769444152,-0.18819626272708012,-1.174591914217335,0.8266666666666667,0.035348837209302326
98,-1.2939733564672322,-0.1840014390867887,-1.1099719173804434,0.8,0.027906976744186046
99,-1.4320967043946882,-0.16484624413423718,-1.267250460260451,0.8533333333333334,0.017674418604651163
100,-1.4121080371950134,-0.1840508738030984,-1.228057163391915,0.8666666666666667,0.030697674418604652
101,-1.2707591413410806,-0.18689229575532726,-1.0838668455857534,0.8133333333333334,0.03441860465116279
102,-1.4215892137905721,-0.1841548218945339,-1.2374343918960382,0.8533333333333334,0.029767441860465118
103,-1.3738497443689641,-0.18699660504529692,-1.1868531393236672,0.8266666666666667,0.02883720930232558
104,-1.4494531873289969,-0.18132800712185626,-1.2681251802071407,0.8666666666666667,0.01581395348837209
105,-1.3718070957763557,-0.19362359305143606,-1.1781835027249197,0.84,0.03162790697674418
106,-1.3938068419175933,-0.1885818162745952,-1.2052250256429982,0.88,0.027906976744186046
107,-1.402995595197642,-0.17624046111254,-1.226755134085102,0.88,0.020465116279069766
108,-1.3913964303436306,-0.17923647243709068,-1.2121599579065399,0.8666666666666667,0.026976744186046512
109,-1.3840661922130055,-0.1891260944626563,-1.1949400977503493,0.8533333333333334,0.035348837209302326
110,-1.4084105379203151,-0.19146293962051453,-1.2169475982998006,0.8533333333333334,0.026046511627906978
111,-1.3598440986100915,-0.1807855761871864,-1.179058522422905,0.8133333333333334,0.02883720930232558
112,-1.20930308809078,-0.18710974568639258,-1.0221933424043874,0.7866666666666666,0.04186046511627907
113,-1.395020518133152,-0.1843418603969023,-1.2106786577362498,0.84,0.030697674418604652
114,-1.3710363436915556,-0.18281943526730796,-1.1882169084242475,0.8133333333333334,0.022325581395348838
115,-1.3581174275016146,-0.17733533706111382,-1.1807820904405006,0.8266666666666667,0.023255813953488372
116,-1.3402429288650262,-0.18360364363353937,-1.1566392852314868,0.88,0.025116279069767444
117,-1.307217393392892,-0.18242136106586515,-1.1247960323270267,0.8133333333333334,0.03348837209302326
118,-1.3634962029049464,-0.18338865482760264,-1.1801075480773437,0.8133333333333334,0.026976744186046512
119,-1.4877683899692387,-0.18282325732789562,-1.304945132641343,0.8933333333333333,0.026976744186046512
120,-1.354043946253901,-0.19108501031758854,-1.1629589359363124,0.8666666666666667,0.027906976744186046
121,-1.3599710994642138,-0.19666872566411178,-1.163302373800102,0.88,0.035348837209302326
122,-1.4796814453789966,-0.19252328424701406,-1.2871581611319824,0.88,0.03441860465116279
123,-1.3605976246653726,-0.1883395833357813,-1.1722580413295913,0.8133333333333334,0.024186046511627906
124,-1.397698668378232,-0.1893258380479398,-1.2083728303302923,0.8533333333333334,0.030697674418604652
125,-1.3460440386289985,-0.18354535804123068,-1.1624986805877677,0.8,0.023255813953488372
126,-1.244932025028846,-0.1778405815638511,-1.067091443464995,0.76,0.017674418604651163
127,-1.3719309542958267,-0.17350867313208415,-1.1984222811637426,0.8133333333333334,0.024186046511627906
128,-1.398109847890577,-0.17708443667951856,-1.2210254112110583,0.8533333333333334,0.030697674418604652
129,-1.2753954103909793,-0.18272940856400588,-1.0926660018269734,0.7866666666666666,0.030697674418604652
130,-1.4322523563300296,-0.1759257428659356,-1.256326613464094,0.8533333333333334,0.023255813953488372
131,-1.496617590874665,-0.1808269461981167,-1.3157906446765484,0.92,0.030697674418604652
132,-1.4266553092038479,-0.18883638984250994,-1.237818919361338,0.8533333333333334,0.030697674418604652
133,-1.3803437378348198,-0.1752780483998312,-1.2050656894349885,0.7866666666666666,0.020465116279069766
134,-1.4096476514649852,-0.19263074381349163,-1.2170169076514936,0.88,0.030697674418604652
135,-1.4638416803159764,-0.19364894001644561,-1.2701927402995308,0.88,0.03255813953488372
136,-1.4053386128012881,-0.1802374701416317,-1.2251011426596565,0.8533333333333334,0.027906976744186046
137,-1.3002104373659185,-0.18809635702479052,-1.112114080341128,0.7866666666666666,0.029767441860465118
138,-1.3412238461321553,-0.1783952977368946,-1.1628285483952607,0.8533333333333334,0.023255813953488372
139,-1.2202386984026699,-0.19058591800500477,-1.0296527803976652,0.8133333333333334,0.03627906976744186
140,-1.3244590339977853,-0.18006162803052642,-1.1443974059672588,0.7866666666666666,0.02883720930232558
141,-1.362746524439445,-0.18990582835621309,-1.1728406960832318,0.84,0.023255813953488372
142,-1.3672092209759634,-0.17614408448709096,-1.1910651364888725,0.8266666666666667,0.026046511627906978
143,-1.3274454324244362,-0.1861574567666907,-1.1412879756577454,0.8133333333333334,0.022325581395348838
144,-1.2634286253275748,-0.18046361162206473,-1.08296501370551,0.8,0.03255813953488372
145,-1.4922501890049988,-0.19476806297669946,-1.2974821260282994,0.8933333333333333,0.030697674418604652
146,-1.5063096997860033,-0.18633679846559306,-1.3199729013204102,0.8933333333333333,0.026046511627906978
147,-1.4047797687763408,-0.1715194433628346,-1.2332603254135062,0.8533333333333334,0.018604651162790697
148,-1.4538099394875315,-0.18819511438533376,-1.2656148251021977,0.8666666666666667,0.026976744186046512
149,-1.3487848537956528,-0.17309637195922659,-1.1756884818364262,0.8,0.024186046511627906
150,-1.2993810246295057,-0.18292825033661825,-1.1164527742928874,0.8266666666666667,0.030697674418604652
151,-1.3516814837257014,-0.18329883420096066,-1.1683826495247407,0.8266666666666667,0.022325581395348838
152,-1.3818415084575455,-0.18671511518497938,-1.1951263932725662,0.8533333333333334,0.024186046511627906
153,-1.383172310261772,-0.18283539839409407,-1.2003369118676779,0.8666666666666667,0.023255813953488372
154,-1.4095073486237244,-0.1851420090255241,-1.2243653395982004,0.8133333333333334,0.02883720930232558
155,-1.4277738627418883,-0.18330580373455813,-1.2444680590073303,0.8666666666666667,0.030697674418604652
156,-1.352306756365405,-0.19370201290405054,-1.1586047434613544,0.8666666666666667,0.02883720930232558
157,-1.4951475551548905,-0.18140185026479363,-1.313745704890097,0.88,0.030697674418604652
158,-1.288108741616062,-0.1809201075192202,-1.1071886340968418,0.8666666666666667,0.022325581395348838
159,-1.2967221882959934,-0.18816743315063467,-1.1085547551453587,0.76,0.022325581395348838
160,-1.4297506904758408,-0.1830660645019165,-1.2466846259739244,0.8533333333333334,0.026976744186046512
161,-1.4673343407340942,-0.19514012040691864,-1.2721942203271754,0.8533333333333334,0.03813953488372093
162,-1.323002214565172,-0.19502486032069322,-1.1279773542444789,0.8533333333333334,0.03813953488372093
163,-1.2965139301885662,-0.1739059848897958,-1.1226079452987703,0.8,0.02883720930232558
164,-1.3609040396528054,-0.19820871416089328,-1.1626953254919121,0.8266666666666667,0.035348837209302326
165,-1.2602593957337387,-0.19271604577594398,-1.0675433499577947,0.7866666666666666,0.02883720930232558
166,-1.4140404621218223,-0.1988912861319367,-1.2151491759898856,0.8533333333333334,0.04093023255813953
167,-1.442813813393987,-0.18767751853142825,-1.2551362948625586,0.88,0.025116279069767444
168,-1.284420053878972,-0.18946983804923173,-1.0949502158297404,0.8266666666666667,0.02883720930232558
169,-1.3550517221814076,-0.18627397299890738,-1.1687777491825002,0.8666666666666667,0.02883720930232558
170,-1.3721558197214403,-0.17828878065319836,-1.193867039068242,0.84,0.01953488372093023
171,-1.3440896763287438,-0.18573465689938026,-1.1583550194293635,0.8133333333333334,0.024186046511627906
172,-1.5077142993517303,-0.18458926988064842,-1.323125029471082,0.8933333333333333,0.026046511627906978
173,-1.3991156491706542,-0.1709032966952114,-1.228212352475443,0.84,0.023255813953488372
174,-1.2188418584002856,-0.17769967201281534,-1.0411421863874701,0.76,0.02883720930232558
175,-1.2799938216993485,-0.18388293687357476,-1.0961108848257737,0.7733333333333333,0.01953488372093023
176,-1.4219048638740583,-0.1878106230023619,-1.2340942408716964,0.88,0.03162790697674418
177,-1.3970925164864416,-0.17210229195427762,-1.224990224532164,0.88,0.023255813953488372
178,-1.39106841321003,-0.18291563478204464,-1.2081527784279853,0.84,0.03162790697674418
179,-1.4293178327593286,-0.1814261965864566,-1.247891636172872,0.8933333333333333,0.026976744186046512
180,-1.5244062783809238,-0.18387844190417696,-1.3405278364767468,0.9333333333333333,0.024186046511627906
181,-1.3573687453413867,-0.18081873603300092,-1.1765500093083858,0.84,0.024186046511627906
182,-1.4568868732097315,-0.19220285975214602,-1.2646840134575856,0.88,0.03162790697674418
183,-1.2390306976303396,-0.17868600876266788,-1.0603446888676717,0.7866666666666666,0.03162790697674418
184,-1.4322608898260005,-0.18308352136274852,-1.249177368463252,0.8666666666666667,0.027906976744186046
185,-1.1557189374996393,-0.18657259989646144,-0.9691463376031778,0.76,0.027906976744186046
186,-1.3873746683398085,-0.18347137676061392,-1.2039032915791945,0.8533333333333334,0.026046511627906978
187,-1.4058777154275943,-0.17459936372020418,-1.2312783517073902,0.8933333333333333,0.01674418604651163
188,-1.3442440735075194,-0.17943871772734388,-1.1648053557801754,0.8266666666666667,0.021395348837209303
189,-1.454711444516364,-0.17329423912582334,-1.2814172053905406,0.8666666666666667,0.024186046511627906
190,-1.4351288246929923,-0.1876343932830806,-1.2474944314099117,0.8933333333333333,0.027906976744186046
191,-1.4059789343095517,-0.19316517670012806,-1.2128137576094236,0.8133333333333334,0.026046511627906978
192,-1.4295969914507933,-0.18534946569988167,-1.2442475257509116,0.84,0.030697674418604652
193,-1.373492335970326,-0.18483812366710878,-1.188654212303217,0.8666666666666667,0.023255813953488372
194,-1.355284885939296,-0.1931924511027504,-1.1620924348365458,0.8133333333333334,0.029767441860465118
195,-1.3432623736710794,-0.18644864669633063,-1.1568137269747487,0.8133333333333334,0.025116279069767444
196,-1.2912304855541241,-0.17940649061128525,-1.1118239949428388,0.7866666666666666,0.023255813953488372
197,-1.3325930608333105,-0.17874292514886045,-1.1538501356844502,0.84,0.027906976744186046
198,-1.503100238553089,-0.19181671234372202,-1.311283526209367,0.8933333333333333,0.029767441860465118
199,-1.4293562175166268,-0.19007830112124233,-1.2392779163953844,0.88,0.037209302325581395
200,-1.346797658713511,-0.18265207971533803,-1.164145578998173,0.8,0.026046511627906978
201,-1.3737745236065726,-0.18609391810749318,-1.1876806054990794,0.8,0.02883720930232558
202,-1.4569947807714392,-0.17971501002350912,-1.27727977074793,0.88,0.020465116279069766
203,-1.385368220081042,-0.1699297389053904,-1.2154384811756516,0.8533333333333334,0.020465116279069766
204,-1.4539711977814465,-0.18051571085110749,-1.273455486930339,0.88,0.023255813953488372
205,-1.3534890518576908,-0.18455888236978069,-1.16893016948791,0.8933333333333333,0.03348837209302326
206,-1.3788834829482846,-0.19150921009650082,-1.1873742728517838,0.8133333333333334,0.03441860465116279
207,-1.472478041755306,-0.179712291536955,-1.2927657502183512,0.8933333333333333,0.027906976744186046
208,-1.4511034904162796,-0.1777872428583597,-1.2733162475579198,0.8666666666666667,0.025116279069767444
209,-1.3696654385953548,-0.18609805564940288,-1.1835673829459519,0.84,0.022325581395348838
210,-1.2806657241593726,-0.18052976789419933,-1.1001359562651734,0.76,0.029767441860465118
211,-1.4542943732639815,-0.17771502335126121,-1.2765793499127203,0.9066666666666666,0.018604651162790697
212,-1.420450528843548,-0.18895927350654917,-1.2314912553369988,0.8933333333333333,0.022325581395348838
213,-1.3735521909418607,-0.18464051547722313,-1.1889116754646376,0.9066666666666666,0.027906976744186046
214,-1.3515649985177494,-0.18003254175310465,-1.1715324567646448,0.8133333333333334,0.022325581395348838
215,-1.3686095855778466,-0.18859734500608474,-1.180012240571762,0.84,0.02883720930232558
216,-1.435025327850609,-0.1717062601539193,-1.26331906769669,0.8,0.018604651162790697
217,-1.2472986387225269,-0.19069744499966748,-1.0566011937228594,0.8133333333333334,0.024186046511627906
218,-1.4761615147951603,-0.193383588714747,-1.2827779260804133,0.9066666666666666,0.03348837209302326
219,-1.2125477737120418,-0.19378065709013553,-1.0187671166219063,0.7866666666666666,0.029767441860465118
220,-1.3351816910410996,-0.1792213767381974,-1.1559603143029022,0.8666666666666667,0.03162790697674418
221,-1.4018766075173297,-0.19330331206728077,-1.208573295450049,0.8133333333333334,0.022325581395348838
222,-1.6170581551972747,-0.18280063697878984,-1.434257518218485,0.96,0.026976744186046512
223,-1.2873598510640167,-0.18232614823398383,-1.105033702830033,0.8133333333333334,0.03441860465116279
224,-1.364438942932389,-0.18352327973078567,-1.1809156632016033,0.84,0.02883720930232558
225,-1.351662332007179,-0.1856684413970793,-1.1659938906100997,0.84,0.026976744186046512
226,-1.2991028066325458,-0.184440966282256,-1.11466184035029,0.8133333333333334,0.025116279069767444
227,-1.381388539464191,-0.1887480192983474,-1.1926405201658437,0.84,0.035348837209302326
228,-1.3366133923963608,-0.1812983028064394,-1.1553150895899214,0.84,0.029767441860465118
229,-1.363286828142809,-0.18431507783993403,-1.178971750302875,0.8666666666666667,0.030697674418604652
230,-1.382026337397465,-0.1792064350527579,-1.2028199023447073,0.8266666666666667,0.021395348837209303
231,-1.4573001206449956,-0.18536710338464843,-1.2719330172603471,0.8933333333333333,0.024186046511627906
232,-1.383582197891131,-0.1807733604225477,-1.2028088374685832,0.8666666666666667,0.029767441860465118
233,-1.4875862941535203,-0.18310458203454424,-1.304481712118976,0.8666666666666667,0.018604651162790697
234,-1.4065379548797041,-0.1873607316891928,-1.2191772231905114,0.9066666666666666,0.025116279069767444
235,-1.3934616315223571,-0.18987406098633045,-1.2035875705360266,0.84,0.03348837209302326
236,-1.3336496562092692,-0.17926057723107816,-1.154389078978191,0.84,0.027906976744186046
237,-1.2920677105358298,-0.19867382752406162,-1.0933938830117682,0.8133333333333334,0.029767441860465118
238,-1.4359353756199258,-0.18434506412645305,-1.2515903114934728,0.8666666666666667,0.02883720930232558
239,-1.4849375934523952,-0.17874011034222873,-1.3061974831101664,0.8666666666666667,0.01953488372093023
240,-1.3651076151829016,-0.1822259491526785,-1.182881666030223,0.8266666666666667,0.03348837209302326
241,-1.272259741461416,-0.1853039237340128,-1.0869558177274032,0.8266666666666667,0.030697674418604652
242,-1.4162270252407145,-0.1841904155394056,-1.232036609701309,0.8666666666666667,0.03255813953488372
243,-1.2657564709148472,-0.17687204016978264,-1.0888844307450647,0.7733333333333333,0.020465116279069766
244,-1.4184455947752213,-0.20107775831223892,-1.2173678364629823,0.8666666666666667,0.029767441860465118
245,-1.2620710184081825,-0.17982083707994442,-1.0822501813282381,0.8,0.018604651162790697
246,-1.4699025242559725,-0.1884450949737098,-1.2814574292822627,0.8266666666666667,0.025116279069767444
247,-1.4254648276008588,-0.17773222591324325,-1.2477326016876156,0.88,0.023255813953488372
248,-1.4255892515123718,-0.1950083366142468,-1.230580914898125,0.88,0.02883720930232558
249,-1.3154987215949447,-0.19049737457126173,-1.125001347023683,0.7733333333333333,0.03441860465116279
250,-1.3095750280455885,-0.18306836930648412,-1.1265066587391044,0.7866666666666666,0.022325581395348838
251,-1.430792026163223,-0.1837104823655341,-1.2470815437976888,0.8666666666666667,0.026046511627906978
252,-1.3402331743168772,-0.18416546728369604,-1.156067707033181,0.8533333333333334,0.026976744186046512
253,-1.2946777300573138,-0.18702380221573683,-1.107653927841577,0.7466666666666667,0.02883720930232558
254,-1.4818895715690497,-0.19710259755985263,-1.284786974009197,0.8666666666666667,0.02883720930232558
255,-1.2299037484807278,-0.18900856014022022,-1.0408951883405075,0.76,0.02883720930232558
256,-1.4143107794909813,-0.18867813157193009,-1.2256326479190511,0.8933333333333333,0.03348837209302326
257,-1.565462692437607,-0.18422129988380342,-1.3812413925538034,0.92,0.029767441860465118
258,-1.460332124918092,-0.17180042884552982,-1.2885316960725621,0.8933333333333333,0.018604651162790697
259,-1.355296726224956,-0.1815159401601499,-1.1737807860648062,0.84,0.027906976744186046
260,-1.3627859205688408,-0.17852530491582427,-1.1842606156530167,0.8533333333333334,0.025116279069767444
261,-1.2217008601726873,-0.18530641432061493,-1.0363944458520724,0.76,0.02883720930232558
262,-1.4230154471691205,-0.18953944517103943,-1.233476001998081,0.8933333333333333,0.024186046511627906
263,-1.5366266365205448,-0.18512990797407183,-1.351496728546473,0.92,0.026046511627906978
264,-1.380845312010282,-0.19308190683647772,-1.1877634051738042,0.8533333333333334,0.030697674418604652
265,-1.4915862032095362,-0.1864617123606354,-1.3051244908489008,0.9066666666666666,0.025116279069767444
266,-1.4316700666822955,-0.18517411393005467,-1.2464959527522408,0.8666666666666667,0.027906976744186046
267,-1.3354155639665868,-0.19536746423492185,-1.1400480997316649,0.7866666666666666,0.03255813953488372
268,-1.532500322275363,-0.17985816420342157,-1.3526421580719414,0.9466666666666667,0.025116279069767444
269,-1.2970964823830609,-0.18678940710558614,-1.1103070752774746,0.8533333333333334,0.025116279069767444
270,-1.3289231664486132,-0.18506537615600802,-1.1438577902926053,0.84,0.029767441860465118
271,-1.3302136744430817,-0.18197602313139907,-1.1482376513116825,0.8133333333333334,0.026046511627906978
272,-1.2758629096047756,-0.19493188253083704,-1.0809310270739385,0.8,0.024186046511627906
273,-1.3991581592515612,-0.18260930770237982,-1.2165488515491814,0.84,0.035348837209302326
274,-1.2822936308183424,-0.17971324567390654,-1.1025803851444358,0.8,0.035348837209302326
275,-1.379415912071129,-0.18838955728655005,-1.191026354784579,0.8666666666666667,0.026976744186046512
276,-1.4129136259943578,-0.18740059325099764,-1.22551303274336,0.8533333333333334,0.030697674418604652
277,-1.2544387841334061,-0.18509892799129962,-1.0693398561421066,0.7466666666666667,0.024186046511627906
278,-1.345013074104159,-0.17479609928652692,-1.170216974817632,0.84,0.022325581395348838
279,-1.3408449506044884,-0.18720903613929718,-1.153635914465191,0.8266666666666667,0.026046511627906978
280,-1.3524866894320884,-0.18071001488155136,-1.1717766745505371,0.8266666666666667,0.027906976744186046
281,-1.4213070217797965,-0.18325789890688973,-1.2380491228729067,0.84,0.02883720930232558
282,-1.2092901620545118,-0.18110343239455062,-1.0281867296599612,0.7333333333333333,0.01953488372093023
283,-1.4226773371869248,-0.1873615608287718,-1.235315776358153,0.8533333333333334,0.02883720930232558
284,-1.2777045199371235,-0.19199758330331676,-1.0857069366338068,0.7466666666666667,0.035348837209302326
285,-1.358001383663702,-0.18760918067130553,-1.1703922029923963,0.8266666666666667,0.027906976744186046
286,-1.2632223000356644,-0.18287933595678477,-1.0803429640788795,0.76,0.01581395348837209
287,-1.3591848595779208,-0.18611544438273267,-1.1730694151951881,0.84,0.02883720930232558
288,-1.5320776855631217,-0.1872529376875228,-1.344824747875599,0.9466666666666667,0.02883720930232558
289,-1.38780527183791,-0.18978767793736712,-1.1980175939005429,0.8666666666666667,0.03162790697674418
