Gene,both_M1M2
ADCY9,0.00297761095331091
ADCYAP1R1,0
ADD1,-0.00210385981813458
ADD2,0
ADD3,-0.00215539828122506
ADGB,0
ADH4,0.00529018773092946
ADH5,0.000755426980074806
ADHFE1,0.00347736486994182
ADI1,0.00639755390439865
ADIPOR1,0.00235782132303758
ADIPOR2,0.00139885540061346
ADIRF,0.00819882722758501
ADK,0.0120923083414863
ADM,-0.0134630773319331
ADM2,-0.027525189441868
ADM5,0.00192371972998972
ADNP,0.00456848696775189
ADNP2,-0.00339088447387623
ADO,0.00296857049461964
ADORA1,0.00800395342563503
ADORA2A,-0.032377186984305
ADORA2B,0.00890088016444701
ADORA3,0.0333800483187262
ADPGK,-0.00121542949928816
ADPRH,0.00190353041070513
ADPRHL1,0.00151315400929135
ADPRM,-0.00824318457143836
ADRA1A,-0.00301991908866495
ADRA2B,0.0229614360858582
ADRA2C,0.00245354826581651
ADRB1,0
ADRB2,-0.00146017774390285
ADRB3,0.00400511413756591
ADRM1,0
ADSL,0.000849513045324185
ADTRP,0.00813954303761118
AEBP2,0.00383333638472544
AEN,-0.00622365520857842
AFAP1,-0.004374285805767
AFAP1L1,0.0257325125363304
AFAP1L2,-0.0105347593142166
AFF1,0.00183305713255451
AFF2,-0.0110836009195902
AFF3,0.0140365468240336
AFF4,-0.003257277781102
AFG3L1P,0
AFG3L2,0.00450053699040004
AFMID,0.00324855838262204
AFTPH,-0.00231757903826262
AGA,-0.0035714706238391
AGAP1,0.0190531113000437
AGAP2,-0.00182132952643867
AGAP3,0.00194072231274904
AGAP4,0
AGAP5,0
AGAP6,0.00192680464578141
AGAP9,0
AGBL2,-0.0190227256115147
AGBL3,-0.00184059879962091
AGBL5,0.00427364983019807
AGER,-0.00620171872572736
AGFG1,0.00266767313238734
AGFG2,0.00241839393145802
AGGF1,0.00348318600403084
AGK,-0.00438446102281981
AGL,0.00365732517423905
AGMAT,0.00376981963070873
AGMO,-0.00239149282892441
AGO1,0.00356089494295754
AGO2,0.00462212623672543
AGO3,0
AGO4,-0.000971383217008827
AGPAT2,0
AGPAT3,-0.00441607093989193
AGPAT4,0.0084300458179386
AGPAT5,0.00110894042715925
AGPS,0.00258182253175361
AGR2,-0.00295017597439977
AGRN,-0.00379809999594337
AGRP,0.00324621904691398
AGTPBP1,-4.28366832453314E-05
AGTR1,-0.0100614609677693
AGTRAP,-0.00929211228091454
AHCTF1,0.00292422315896493
AHCY,0.0131973243725711
AHCYL1,-0.000463111763253601
AHCYL2,-0.0052651950636853
AHDC1,0.0105820330076626
AHI1,0.00151915796164975
AHNAK,0.00424412981410987
AHNAK2,0.0119577428086086
AHR,0.000655561577831294
AHRR,-0.00355329599381873
AHSA1,0.00136782443511648
AIDA,-0.00859129083400759
AIF1,0.00270905928268028
AIFM1,0.0092186578281062
AIFM2,-0.0099711555705296
AIFM3,0
AIG1,0.00742892626796952
AIM2,-0.036185640270833
AIMP1,0.00261729915486812
AIMP2,0.00778782915961994
AIP,-0.00255138770493226
AIPL1,-0.00441945467100113
AIRE,0.00129645027160721
AIRN,-0.00294508332442228
AJUBA,-0.00606867264190263
AK1,0.00353841609660226
AK2,-0.00233455024544216
AK3,-0.00631586638956296
AK4,-0.00804444924760095
AK5,0.0124232600987844
AK6,0.00342568390140576
AK8,-0.0152507153525105
AK9,0
AKAP1,0.00396150701326075
AKAP10,0
AKAP11,0.00436532588881842
AKAP12,0.0295545384991229
AKAP13,-0.00329534722279365
AKAP17A,-0.000906693843129104
AKAP3,-0.0132049661524922
AKAP5,0.033792042840208
AKAP6,0.0241566303570883
AKAP7,-0.00731674977908201
AKAP8,-0.000498248886831812
AKAP8L,-0.00410587007804899
AKAP9,0
AKIP1,-0.00190977634992057
AKIRIN1,0.00561403753150514
AKIRIN2,-0.00535370070216252
AKNA,-0.00608478714318084
AKNAD1,0
AKR1A1,0.00344622371303404
AKR1B1,-0.00465990514554976
AKR1B10,0
AKR1C1,0.00642241105536758
AKR1C2,0.00771280991385325
AKR1C3,0.0167790514239765
AKR1D1,0
AKR1E2,0.00534646648213041
AKR7A2,0.0082026767841948
AKR7A3,0.0118208797556929
AKR7L,0.00698454824551259
AKT1,0.00245011096450915
AKT1S1,-0.00302642534599069
AKT2,-0.000378637140362953
AKT3,-0.0142501300081017
AKTIP,0
ALAD,0.00558994366517741
ALAS1,-0.0109489705797548
ALAS2,-0.00489715074205132
ALB,0.00079630842445212
ALCAM,0.00569091110534257
ALDH16A1,0.00527914641671522
ALDH18A1,0.0100660525922566
ALDH1A1,-0.00728770188285637
ALDH1A2,0.0255300866906583
ALDH1A3,0.00648214358671566
ALDH1B1,0.0148205942674192
ALDH1L2,-0.00786292624057437
ALDH2,-0.0129131894576275
ALDH3A1,-0.00639075307374125
ALDH3A2,0.00153727855195538
ALDH3B1,0.00168440695821633
ALDH4A1,0.01696429149764
ALDH5A1,0.0118828103582297
ALDH6A1,0.00541423229115778
ALDH7A1,0.0116051890804226
ALDH8A1,-0.00737199464675114
ALDH9A1,0.00651949896886394
ALDOA,0.00381417875052991
ALDOC,0.0056543423833072
ALG1,0.0085800100189842
ALG10,0.000159822904448483
ALG10B,0.00443061902287528
ALG11,-0.00100814275005411
ALG12,0.00423753552721647
ALG13,-0.0016867640830077
ALG14,0.00817543190271109
ALG2,0.000787303155105682
ALG3,0.0112623349173006
ALG5,0.00455796866642863
ALG6,0.00395288261587971
ALG8,0.00961302954339387
ALG9,0.00263637484622987
ALK,0.0134474285352909
ALKBH1,-0.00180854719577651
ALKBH2,0.00508230298285452
ALKBH3,0.00118661256540281
ALKBH4,0
ALKBH5,0.00240015157304188
ALKBH6,0.000906543558763543
ALKBH7,0.00497022204505854
ALKBH8,0
ALMS1,0.00137235596288495
ALOX12,0.000319457249669739
ALOX12P2,-0.00585763464797726
ALOX15,0.0681938729912937
ALOX15B,-0.00022626383859143
ALOX5,0.000550078606003532
ALOX5AP,0.0115138467274914
ALOXE3,0
ALPK1,-0.00482680592591655
ALPK2,-0.00799121262247202
ALPK3,0.00920221214130662
ALPL,0.00743096512997824
ALS2,0.00321266318910866
ALS2CL,-0.00233180721979448
ALX4,-0.00277606627679757
ALYREF,0.00555890872299039
AMACR,-0.00151702580465008
AMBRA1,0.000176416312310947
AMD1,0
AMDHD1,0.00603279859299296
AMDHD2,0.00779770574668761
AMER1,-0.0100447633421697
AMFR,-0.000912476891631636
AMIGO1,0.0226350712321387
AMIGO2,0
AMMECR1,0.00205325536413619
AMMECR1L,-0.00164508134094874
AMN,-0.00799701612729163
AMN1,-0.00436376119323411
AMOT,-0.0158346258434889
AMOTL1,0.0109066146735084
AMOTL2,-0.0271790988925878
AMPD2,0.0145973683990438
AMPD3,-0.00622235909545365
AMPH,0
AMT,-0.00449847637810499
AMY2B,0.000453723067223906
AMZ2,-0.00123105251745145
AMZ2P1,-0.00418164440280722
ANAPC1,0.00564700273598269
ANAPC10,-0.00233400499568363
ANAPC11,0.0058697509117981
ANAPC13,0
ANAPC15,0.0107945048699772
ANAPC16,-0.00136575494158504
ANAPC2,0.00158190662098405
ANAPC4,0
ANAPC5,0.00257864271520735
ANAPC7,0.00473157497558637
ANG,-0.00938227669752229
ANGEL1,0.00169683341244312
ANGEL2,-0.00259963417217574
ANGPT1,-0.00549165788723098
ANGPT2,-0.00350300109075806
ANGPT4,0.0116392805636862
ANGPTL1,-0.00279861088898627
ANGPTL4,0.00983755831636629
ANGPTL6,0.0067543980098363
ANK2,-0.00430239071364844
ANK3,-0.0036226604413452
ANKAR,-0.00370384647977672
ANKDD1A,0.00579283211346652
ANKDD1B,-0.00787093393412956
ANKEF1,0
ANKFY1,0.00239277307848019
ANKH,0.024247073825281
ANKHD1,0
ANKIB1,-0.00557759630137191
ANKLE1,-0.00942167780171488
ANKLE2,-0.0020464019358151
ANKMY1,-0.0010133483399948
ANKMY2,0
ANKRA2,-0.00625996459222471
ANKRD1,-0.0314066111257858
ANKRD10,-0.00223925966236193
ANKRD11,-0.00157876059444674
ANKRD12,-0.00321911659949924
ANKRD13A,-0.00740098194752387
ANKRD13B,0.0166003373677122
ANKRD13C,0.00268174228207057
ANKRD13D,0.00101120846057508
ANKRD16,0.0036186434897805
ANKRD17,-0.00130809421874401
ANKRD18A,0.00155853886493227
ANKRD18DP,0.00331668804781356
ANKRD19P,-0.00455789576902468
ANKRD2,-0.00853013373270259
ANKRD20A1,0.00994349188146962
ANKRD20A11P,-0.00431074468717947
ANKRD20A5P,-0.00834992824021096
ANKRD20A8P,-0.00417708107643685
ANKRD22,-0.0355298893986793
ANKRD23,0.00470632290896223
ANKRD24,-0.00587359749557401
ANKRD26,0.001775174520442
ANKRD26P1,-0.0131571798743747
ANKRD26P3,-0.00042921677324484
ANKRD28,-0.00328432060245769
ANKRD29,-0.00256487861078481
ANKRD30BL,0
ANKRD30BP2,0
ANKRD31,0
ANKRD33B,-0.0157632049500895
ANKRD34A,-9.71871065669127E-05
ANKRD34B,0
ANKRD35,0.0057079819217088
ANKRD36,0.00376831796084046
ANKRD36B,0.00467052825432266
ANKRD36BP1,-0.00358093512854325
ANKRD37,0
ANKRD39,0.00368633164575637
ANKRD40,0.00220388983319526
ANKRD42,0.00317686490892123
ANKRD44,-0.00605697397535425
ANKRD45,-0.00464172561865595
ANKRD46,0
ANKRD49,-0.00204820907118364
ANKRD50,0.00646446151250917
ANKRD52,0.00155547831659872
ANKRD53,-0.0213684112823593
ANKRD54,0.00468366000131151
ANKRD55,0.00962484627927216
ANKRD6,0.00334447660941752
ANKRD63,0.0279473032878911
ANKRD66,-0.00622867980430534
ANKRD9,0.00981996504734251
ANKS1A,0.00429927679569269
ANKS3,0.00242929983044158
ANKS4B,-0.00429717265323096
ANKS6,0.0130717125282887
ANKUB1,-0.00966713548572275
ANKZF1,-0.00122486695622649
ANLN,0.0179574532613547
ANO1,-0.00280326100638682
ANO10,0.00513254952877388
ANO2,0
ANO5,-0.00730794388718053
ANO6,0.00320879160607202
ANO7,0.00656392500700246
ANO8,0.00302764314686726
ANO9,-0.0116328180263095
ANP32A,0.00489746334034504
ANP32B,0.00132229760274712
ANP32E,0.00208507357512967
ANPEP,0.00891454025633275
ANTXR1,0.00545447303037079
ANTXR2,-0.0114009473851289
ANTXRLP1,0.00276872529704598
ANXA1,0.00346607119417481
ANXA10,-0.010313257234888
ANXA11,0.00563081348061805
ANXA2,0.00600427005203071
ANXA2P1,0.0025823916126034
ANXA2P2,0.00345144548150974
ANXA2R,-0.0145625662974859
ANXA3,-0.0177993807239277
ANXA4,0.00330156965689659
ANXA5,-0.00124359943597164
ANXA6,0.00519813622215775
ANXA7,-0.00357371894479965
ANXA8,-0.00907141560221706
ANXA8L1,-0.0128605189272434
ANXA9,0.0145844084819805
AOAH,-0.00607517895588959
AOC1,0.00476017482903277
AOC2,-0.0103072737251556
AOC3,-0.00442022615206023
AOC4P,-0.00567809691913041
AOX1,-0.0089443144838226
AOX2P,0
AP1AR,-0.00256913542826187
AP1B1,0.0100448088808887
AP1G1,0.000902312647244463
AP1G2,-0.00454511842437794
AP1M2,-0.0265718495728323
AP1S1,0.00456746483838288
AP1S2,0.00826312627782145
AP1S3,0.00238982655323952
AP2A2,0.00940768246564394
AP2B1,0.00102297143491421
AP2M1,0.00782749136525937
AP2S1,0.00567412250561588
AP3B1,0.00390951516118089
AP3B2,-0.00322164962480753
AP3D1,0.00352660591095213
AP3M1,0.00612051924514393
AP3M2,0.0013923070883532
AP3S1,0.00316242342192377
AP3S2,-0.00273015914657522
AP4B1,0.00177045234968182
AP4E1,0.00143349967641307
AP4M1,0.00162267509999144
AP4S1,-0.00275073780965982
AP5B1,-0.0066950908348396
AP5M1,-0.00116041960719123
AP5S1,0
AP5Z1,-0.00356832437104504
APAF1,-0.000724256243801069
APBA1,0.0168323422873038
APBA2,-0.0139611587868217
APBA3,-0.00889202873954749
APBB1,0.00429804501889012
APBB1IP,0.0163106971864812
APBB3,-0.00277519049831892
APC,0.00265878628607468
APC2,-0.00260379780968858
APCDD1,0.0160938899982807
APCDD1L,0
APEH,0.0045231242338316
APELA,0
APEX1,0.00602220381323744
APEX2,0.00302439972733622
APH1A,0
APH1B,-0.00267330884396825
API5,0.00405336589243078
APIP,-0.00227412650831386
APLF,-0.00821549737153238
APLN,0.0263865729598376
APLP1,-0.00522866541200964
APLP2,0.00534084318776524
APMAP,0.00422391845475925
APOA2,-0.00438418520196489
APOB,0.00218011424451638
APOBEC3A,-0.0281783229369487
APOBEC3C,-0.00522179600054058
APOBEC3D,-0.0236843936039486
APOBEC3F,-0.0149572704581058
APOBEC3G,-0.0149050983091657
APOBEC3H,-0.0239005571134674
APOBEC4,-0.00115974945838561
APOBR,0.00401029829939511
APOC1,0.0114819533434115
APOC1P1,0.00366505397062062
APOC2,0.0127022910736857
APOD,-0.0109637651031131
APOE,0
APOF,-0.00315918421140726
APOL1,-0.0193345368948327
APOL2,-0.0140560467098129
APOL3,-0.0375275909360956
