Threshold,Strategy,Net_Benefit,TP,FP,TN,FN,PPV,NNT,Unnecessary_Treatments_Avoided
0.45,CD274 (PD-L1+),0.019114219114219122,16,15,98,66,0.5161290322580645,1.9375,98
0.45,High TMB,0.0,0,0,113,82,0.0,,113
0.46,Treat None,0.0,0,0,113,82,,,113
0.46,Treat All,-0.07312440645773982,82,113,0,0,0.4205128205128205,2.3780487804878048,0
0.46,Phenotype-Stratified (Q5),0.2896486229819563,65,10,103,17,0.8666666666666667,1.1538461538461537,103
0.46,Global Predictor (Q1),0.3956315289648623,78,1,112,4,0.9873417721518988,1.0128205128205128,112
0.46,CD274 (PD-L1+),-0.00417853751187084,6,8,105,76,0.42857142857142855,2.3333333333333335,105
0.46,High TMB,0.0,0,0,113,82,0.0,,113
0.47000000000000003,Treat None,0.0,0,0,113,82,,,113
0.47000000000000003,Treat All,-0.09337203676826328,82,113,0,0,0.4205128205128205,2.3780487804878048,0
0.47000000000000003,Phenotype-Stratified (Q5),0.27189163038219644,61,9,104,21,0.8714285714285714,1.1475409836065573,104
0.47000000000000003,Global Predictor (Q1),0.39545234639574267,78,1,112,4,0.9873417721518988,1.0128205128205128,112
0.47000000000000003,CD274 (PD-L1+),0.0023222060957910004,4,4,109,78,0.5,2.0,109
0.47000000000000003,High TMB,0.0,0,0,113,82,0.0,,113
0.48000000000000004,Treat None,0.0,0,0,113,82,,,113
0.48000000000000004,Treat All,-0.11439842209072987,82,113,0,0,0.4205128205128205,2.3780487804878048,0
0.48000000000000004,Phenotype-Stratified (Q5),0.25483234714003944,58,9,104,24,0.8656716417910447,1.1551724137931034,104
0.48000000000000004,Global Predictor (Q1),0.3952662721893491,78,1,112,4,0.9873417721518988,1.0128205128205128,112
0.48000000000000004,CD274 (PD-L1+),-0.009467455621301775,0,2,111,82,0.0,,111
0.48000000000000004,High TMB,0.0,0,0,113,82,0.0,,113
0.49,Treat None,0.0,0,0,113,82,,,113
