Cluster_ID,TIS,CYT,CD8_T_cells,M1_Macrophages,M2_Macrophages,CAFs,mut_BRAF,mut_NRAS,mut_NF1,RESPONSE_BINARY,Response_Rate,Patient_Count,Cohort_Percentage
0,-0.5429316535966829,-0.9291286366826923,-0.6603836604890629,-0.47895870711862665,-0.44798945705383897,-0.4574302108260571,0.7272727272727273,0.7727272727272727,0.0,0.6666666666666666,0.6666666666666666,22,3.1473533619456364
1,-0.010496803109133705,0.0005166061752979032,0.0006108431312112266,0.014392850758663556,-0.036425918979838365,-0.061208349787481096,0.0,0.4786885245901639,0.0,0.3711340206185567,0.3711340206185567,305,43.63376251788269
2,0.06973521942694635,0.11638150042552815,0.07418818522333215,0.03647230118193763,0.11431064544632587,0.15187428918068888,1.0,0.0,0.0,0.3770491803278688,0.3770491803278688,266,38.054363376251786
3,-0.032108934341085776,-0.10070013197770888,-0.05086720654402401,-0.033531698482812025,-0.08906564476120381,-0.11006178866706517,0.3867924528301887,0.22641509433962265,1.0,0.6071428571428571,0.6071428571428571,106,15.164520743919885
